22493	59.984	60.235	60.41	60.502	60.544	60.56	60.544	60.538	60.526	60.511	60.474	60.43	60.344	60.218	60.051	59.831	59.579	59.28	58.994	58.68
22483	59.991	60.229	60.402	60.506	60.55	60.559	60.544	60.542	60.528	60.505	60.491	60.438	60.347	60.228	60.053	59.84	59.582	59.285	58.991	58.709
22473	60.004	60.243	60.405	60.514	60.552	60.554	60.547	60.539	60.53	60.509	60.487	60.442	60.353	60.233	60.054	59.846	59.583	59.284	58.988	58.705
22462	60.002	60.243	60.405	60.518	60.545	60.567	60.555	60.542	60.53	60.517	60.493	60.448	60.354	60.234	60.061	59.857	59.588	59.299	58.992	58.709
22452	60.007	60.242	60.406	60.513	60.562	60.572	60.563	60.545	60.535	60.519	60.499	60.449	60.36	60.244	60.071	59.854	59.595	59.294	59.001	58.721
22442	60.011	60.246	60.411	60.523	60.562	60.563	60.569	60.552	60.544	60.532	60.501	60.451	60.368	60.249	60.068	59.854	59.601	59.299	59.015	58.712
22432	60.017	60.245	60.422	60.518	60.563	60.57	60.557	60.552	60.549	60.527	60.496	60.452	60.358	60.239	60.075	59.861	59.596	59.298	59.003	58.721
22422	60.017	60.256	60.422	60.523	60.568	60.572	60.564	60.555	60.55	60.526	60.502	60.452	60.374	60.246	60.08	59.866	59.592	59.309	59.027	58.748
22412	60.011	60.263	60.426	60.532	60.568	60.587	60.571	60.561	60.553	60.538	60.514	60.459	60.373	60.248	60.086	59.868	59.605	59.314	59.011	58.733
22402	60.017	60.267	60.435	60.526	60.572	60.58	60.576	60.561	60.548	60.542	60.513	60.463	60.375	60.247	60.082	59.865	59.604	59.313	59.012	58.725
22392	60.019	60.272	60.429	60.539	60.577	60.589	60.582	60.568	60.552	60.535	60.513	60.468	60.379	60.256	60.086	59.869	59.609	59.315	59.029	58.738
22382	60.025	60.269	60.438	60.533	60.573	60.581	60.584	60.569	60.556	60.547	60.521	60.47	60.388	60.259	60.091	59.881	59.622	59.321	59.029	58.738
22372	60.021	60.27	60.432	60.544	60.588	60.59	60.58	60.572	60.556	60.547	60.527	60.473	60.394	60.262	60.097	59.872	59.627	59.328	59.039	58.741
22362	60.049	60.274	60.435	60.544	60.583	60.598	60.591	60.582	60.562	60.552	60.527	60.479	60.393	60.269	60.094	59.88	59.624	59.333	59.042	58.735
22352	60.037	60.281	60.448	60.541	60.578	60.594	60.592	60.575	60.572	60.558	60.528	60.485	60.397	60.268	60.099	59.884	59.624	59.333	59.035	58.755
22342	60.049	60.282	60.456	60.546	60.593	60.602	60.592	60.581	60.569	60.562	60.527	60.489	60.396	60.268	60.104	59.892	59.624	59.341	59.05	58.769
22332	60.05	60.289	60.456	60.553	60.591	60.602	60.595	60.586	60.578	60.557	60.538	60.494	60.399	60.281	60.117	59.886	59.625	59.34	59.048	58.756
22322	60.061	60.291	60.463	60.556	60.598	60.614	60.601	60.587	60.58	60.573	60.542	60.492	60.396	60.286	60.11	59.898	59.633	59.345	59.047	58.755
22312	60.049	60.3	60.454	60.563	60.602	60.612	60.607	60.597	60.581	60.566	60.541	60.493	60.399	60.286	60.119	59.902	59.637	59.351	59.067	58.763
22302	60.057	60.299	60.462	60.558	60.602	60.623	60.605	60.602	60.591	60.57	60.543	60.5	60.407	60.286	60.12	59.905	59.656	59.358	59.047	58.768
22292	60.06	60.302	60.468	60.566	60.608	60.622	60.613	60.593	60.59	60.576	60.551	60.501	60.424	60.296	60.126	59.908	59.651	59.371	59.057	58.761
22282	60.065	60.299	60.468	60.566	60.62	60.622	60.614	60.604	60.595	60.582	60.549	60.508	60.422	60.285	60.132	59.904	59.647	59.357	59.071	58.769
22272	60.074	60.309	60.471	60.576	60.61	60.619	60.619	60.608	60.595	60.586	60.561	60.515	60.417	60.296	60.128	59.91	59.653	59.36	59.079	58.782
22262	60.08	60.311	60.474	60.572	60.619	60.634	60.622	60.608	60.6	60.589	60.56	60.505	60.424	60.304	60.129	59.909	59.663	59.37	59.076	58.787
22252	60.078	60.31	60.477	60.566	60.62	60.629	60.632	60.612	60.596	60.584	60.561	60.514	60.424	60.306	60.131	59.926	59.658	59.365	59.076	58.793
22242	60.083	60.32	60.485	60.575	60.622	60.632	60.631	60.615	60.606	60.595	60.566	60.506	60.431	60.307	60.147	59.926	59.673	59.383	59.085	58.78
22232	60.09	60.317	60.488	60.58	60.627	60.636	60.636	60.625	60.61	60.587	60.571	60.52	60.426	60.313	60.147	59.93	59.669	59.381	59.076	58.808
